event_description,category,severity,location,industry,source
"Sea shipment from Mumbai, IN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Mumbai, IN",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Consumer Electronics,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Auto Parts,Historical Dataset
"Sea shipment from Tokyo, JP transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Consumer Electronics,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Perishable Foods,Historical Dataset
"Sea shipment from Mumbai, IN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Mumbai, IN",Consumer Electronics,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Sea shipment from Mumbai, IN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Mumbai, IN",Consumer Electronics,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Raw Materials,Historical Dataset
"Air shipment from Shenzhen, CN transporting Pharmaceuticals experienced Geopolitical Conflict (Route Diversion) with a delay of 16 days.",Political,High,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Mumbai, IN",Auto Parts,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Hamburg, DE transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Pharmaceuticals,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Hamburg, DE transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Auto Parts,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Pharmaceuticals experienced Port Congestion with a delay of 3 days.",Natural Disaster,High,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Raw Materials experienced Geopolitical Conflict (Route Diversion) with a delay of 8 days.",Natural Disaster,High,"Shenzhen, CN",Raw Materials,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Mumbai, IN",Auto Parts,Historical Dataset
"Sea shipment from Hamburg, DE transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Textiles,Historical Dataset
"Air shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Textiles,Historical Dataset
"Sea shipment from Mumbai, IN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Mumbai, IN",Raw Materials,Historical Dataset
"Sea shipment from Santos, BR transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Textiles,Historical Dataset
"Sea shipment from Tokyo, JP transporting Raw Materials experienced No Major Disruption with a delay of 1 days.",Transportation,Medium,"Tokyo, JP",Raw Materials,Historical Dataset
"Sea shipment from Santos, BR transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Raw Materials,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced Port Congestion with a delay of 1 days.",Natural Disaster,High,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Consumer Electronics,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Tokyo, JP transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Consumer Electronics,Historical Dataset
"Air shipment from Mumbai, IN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Auto Parts,Historical Dataset
"Air shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Air shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Consumer Electronics,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Auto Parts,Historical Dataset
"Air shipment from Santos, BR transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Auto Parts,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Mumbai, IN",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Textiles experienced Port Congestion with a delay of 1 days.",Transportation,Low,"Hamburg, DE",Textiles,Historical Dataset
"Sea shipment from Shanghai, CN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Textiles,Historical Dataset
"Sea shipment from Tokyo, JP transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Raw Materials,Historical Dataset
"Air shipment from Santos, BR transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Perishable Foods,Historical Dataset
"Air shipment from Hamburg, DE transporting Pharmaceuticals experienced Port Congestion with a delay of 4 days.",Transportation,Medium,"Hamburg, DE",Pharmaceuticals,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Raw Materials,Historical Dataset
