event_description,category,severity,location,industry,source
"Shipping vessel breakdown caused delivery delays near Tokyo, JP.",Transportation,Low,"Tokyo, JP",Energy,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Low,"Rotterdam, NL",Food,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Tokyo, JP.",Transportation,High,"Tokyo, JP",Textiles,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Medium,Singapore,Electronics,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Los Angeles, US.",Natural Disaster,High,"Los Angeles, US",Energy,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Mumbai, IN",Manufacturing,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Mumbai, IN",Energy,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,Medium,Singapore,Food,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Low,"Shanghai, CN",Manufacturing,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Los Angeles, US",Energy,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Hamburg, DE",Pharmaceuticals,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Low,"Tokyo, JP",Electronics,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Tokyo, JP.",Natural Disaster,Medium,"Tokyo, JP",Pharmaceuticals,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Medium,"Seoul, KR",Electronics,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Rotterdam, NL",Textiles,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,Singapore,Semiconductors,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,"Shanghai, CN",Electronics,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,Medium,"Dubai, UAE",Energy,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,Low,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Los Angeles, US.",Supplier,High,"Los Angeles, US",Pharmaceuticals,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Low,"Seoul, KR",Logistics,AI Generated Historical Dataset
"Inflation raised logistics expenses across Rotterdam, NL.",Financial,Low,"Rotterdam, NL",Energy,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Taipei, TW.",Natural Disaster,Low,"Taipei, TW",Food,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Hamburg, DE",Electronics,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,"Dubai, UAE",Electronics,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Shanghai, CN.",Supplier,Low,"Shanghai, CN",Electronics,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Rotterdam, NL.",Natural Disaster,Medium,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Los Angeles, US.",Natural Disaster,Medium,"Los Angeles, US",Pharmaceuticals,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Taipei, TW.",Transportation,Medium,"Taipei, TW",Textiles,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,High,"Taipei, TW",Energy,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Tokyo, JP.",Transportation,High,"Tokyo, JP",Energy,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Seoul, KR.",Natural Disaster,Low,"Seoul, KR",Textiles,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,Medium,"Shanghai, CN",Automotive,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Shanghai, CN.",Supplier,Low,"Shanghai, CN",Logistics,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Dubai, UAE",Retail,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Los Angeles, US.",Natural Disaster,Low,"Los Angeles, US",Logistics,AI Generated Historical Dataset
"Port congestion delayed container shipments in Hamburg, DE.",Transportation,High,"Hamburg, DE",Food,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Tokyo, JP.",Supplier,High,"Tokyo, JP",Semiconductors,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,Singapore,Semiconductors,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Dubai, UAE.",Transportation,Medium,"Dubai, UAE",Logistics,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Taipei, TW",Textiles,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,High,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Seoul, KR.",Natural Disaster,Medium,"Seoul, KR",Textiles,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Mumbai, IN.",Transportation,High,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Seoul, KR.",Transportation,High,"Seoul, KR",Pharmaceuticals,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Hamburg, DE",Manufacturing,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Taipei, TW",Energy,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Tokyo, JP",Retail,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Dubai, UAE",Semiconductors,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Mumbai, IN.",Transportation,Low,"Mumbai, IN",Textiles,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,High,"Mumbai, IN",Retail,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Rotterdam, NL.",Natural Disaster,Low,"Rotterdam, NL",Manufacturing,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,High,"Hamburg, DE",Manufacturing,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Rotterdam, NL.",Transportation,Medium,"Rotterdam, NL",Pharmaceuticals,AI Generated Historical Dataset
Raw material shortage disrupted production in Singapore.,Supplier,High,Singapore,Logistics,AI Generated Historical Dataset
"Airport cargo operations were suspended in Mumbai, IN.",Transportation,Medium,"Mumbai, IN",Automotive,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Shanghai, CN.",Natural Disaster,High,"Shanghai, CN",Logistics,AI Generated Historical Dataset
"Raw material shortage disrupted production in Mumbai, IN.",Supplier,Medium,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Rotterdam, NL.",Natural Disaster,High,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Los Angeles, US.",Natural Disaster,Medium,"Los Angeles, US",Manufacturing,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Shanghai, CN",Semiconductors,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,Low,"Los Angeles, US",Food,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Taipei, TW.",Transportation,Medium,"Taipei, TW",Manufacturing,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Los Angeles, US.",Transportation,Medium,"Los Angeles, US",Pharmaceuticals,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Electronics,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Low,"Los Angeles, US",Energy,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Mumbai, IN.",Transportation,High,"Mumbai, IN",Electronics,AI Generated Historical Dataset
"Inflation raised logistics expenses across Rotterdam, NL.",Financial,Medium,"Rotterdam, NL",Energy,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Seoul, KR.",Natural Disaster,High,"Seoul, KR",Manufacturing,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Los Angeles, US.",Supplier,Medium,"Los Angeles, US",Energy,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Low,"Taipei, TW",Logistics,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Shanghai, CN",Semiconductors,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Los Angeles, US.",Natural Disaster,High,"Los Angeles, US",Textiles,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Shanghai, CN.",Natural Disaster,High,"Shanghai, CN",Food,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Tokyo, JP.",Natural Disaster,Medium,"Tokyo, JP",Automotive,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Dubai, UAE.",Transportation,Medium,"Dubai, UAE",Pharmaceuticals,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Hamburg, DE",Food,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Taipei, TW.",Natural Disaster,Low,"Taipei, TW",Manufacturing,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Dubai, UAE, delaying shipments.",Natural Disaster,Low,"Dubai, UAE",Pharmaceuticals,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,High,"Mumbai, IN",Retail,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Hamburg, DE.",Transportation,High,"Hamburg, DE",Textiles,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Dubai, UAE.",Supplier,High,"Dubai, UAE",Pharmaceuticals,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Rotterdam, NL.",Natural Disaster,Low,"Rotterdam, NL",Electronics,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Low,"Hamburg, DE",Pharmaceuticals,AI Generated Historical Dataset
Shipping vessel breakdown caused delivery delays near Singapore.,Transportation,High,Singapore,Automotive,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Mumbai, IN.",Supplier,High,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
"Raw material shortage disrupted production in Taipei, TW.",Supplier,Low,"Taipei, TW",Logistics,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Rotterdam, NL",Semiconductors,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,High,"Rotterdam, NL",Food,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Dubai, UAE.",Supplier,Medium,"Dubai, UAE",Retail,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Mumbai, IN.",Political,Low,"Mumbai, IN",Electronics,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,Medium,"Los Angeles, US",Retail,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Low,"Los Angeles, US",Electronics,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,High,"Tokyo, JP",Food,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Medium,"Rotterdam, NL",Food,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Tokyo, JP.",Natural Disaster,Low,"Tokyo, JP",Electronics,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Hamburg, DE",Textiles,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Taipei, TW.",Natural Disaster,Medium,"Taipei, TW",Retail,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Tokyo, JP.",Natural Disaster,Low,"Tokyo, JP",Logistics,AI Generated Historical Dataset
